Year,City,Sport,Discipline,Country,Gender,Event,Medal
1948,London,Boxing,Boxing,ITA,Men,67 - 73KG (Middleweight),Bronze
1948,London,Boxing,Boxing,HUN,Men,67 - 73KG (Middleweight),Gold
1948,London,Boxing,Boxing,GBR,Men,67 - 73KG (Middleweight),Silver
1948,London,Boxing,Boxing,ARG,Men,73 - 80KG (Light-Heavyweight),Bronze
1948,London,Boxing,Boxing,RSA,Men,73 - 80KG (Light-Heavyweight),Gold
1948,London,Boxing,Boxing,GBR,Men,73 - 80KG (Light-Heavyweight),Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,CAN,Men,C-1 10000M,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,TCH,Men,C-1 10000M,Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,USA,Men,C-1 10000M,Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,FRA,Men,C-1 1000M (Canoe Single),Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,TCH,Men,C-1 1000M (Canoe Single),Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,CAN,Men,C-1 1000M (Canoe Single),Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,FRA,Men,C-2 10000M,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,USA,Men,C-2 10000M,Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,TCH,Men,C-2 10000M,Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,FRA,Men,C-2 1000M (Canoe Double),Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,TCH,Men,C-2 1000M (Canoe Double),Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,USA,Men,C-2 1000M (Canoe Double),Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,NOR,Men,K-1 10000M,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,SWE,Men,K-1 10000M,Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,FIN,Men,K-1 10000M,Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,FRA,Men,K-1 1000M (Kayak Single),Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,SWE,Men,K-1 1000M (Kayak Single),Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,DEN,Men,K-1 1000M (Kayak Single),Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,AUT,Women,K-1 500M (Kayak Single),Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,DEN,Women,K-1 500M (Kayak Single),Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,NED,Women,K-1 500M (Kayak Single),Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,FIN,Men,K-2 10000M,Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,SWE,Men,K-2 10000M,Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,NOR,Men,K-2 10000M,Silver
1948,London,Canoe / Kayak,Canoe / Kayak F,FIN,Men,K-2 1000M (Kayak Double),Bronze
1948,London,Canoe / Kayak,Canoe / Kayak F,SWE,Men,K-2 1000M (Kayak Double),Gold
1948,London,Canoe / Kayak,Canoe / Kayak F,DEN,Men,K-2 1000M (Kayak Double),Silver
1948,London,Cycling,Cycling Road,BEL,Men,Individual Road Race,Bronze
1948,London,Cycling,Cycling Road,FRA,Men,Individual Road Race,Gold
1948,London,Cycling,Cycling Road,NED,Men,Individual Road Race,Silver
1948,London,Cycling,Cycling Road,FRA,Men,Team Time Trial,Bronze
1948,London,Cycling,Cycling Road,BEL,Men,Team Time Trial,Gold
1948,London,Cycling,Cycling Road,GBR,Men,Team Time Trial,Silver
1948,London,Cycling,Cycling Track,GBR,Men,1KM Time Trial,Bronze
1948,London,Cycling,Cycling Track,FRA,Men,1KM Time Trial,Gold
1948,London,Cycling,Cycling Track,BEL,Men,1KM Time Trial,Silver
1948,London,Cycling,Cycling Track,FRA,Men,2000M Tandem,Bronze
1948,London,Cycling,Cycling Track,ITA,Men,2000M Tandem,Gold
1948,London,Cycling,Cycling Track,GBR,Men,2000M Tandem,Silver
1948,London,Cycling,Cycling Track,DEN,Men,Sprint Indivual,Bronze
1948,London,Cycling,Cycling Track,ITA,Men,Sprint Indivual,Gold
1948,London,Cycling,Cycling Track,GBR,Men,Sprint Indivual,Silver
1948,London,Cycling,Cycling Track,GBR,Men,Team Pursuit (4000M),Bronze
1948,London,Cycling,Cycling Track,FRA,Men,Team Pursuit (4000M),Gold
1948,London,Cycling,Cycling Track,ITA,Men,Team Pursuit (4000M),Silver
1948,London,Equestrian,Dressage,SWE,Men,Individual,Bronze
1948,London,Equestrian,Dressage,SUI,Men,Individual,Gold
1948,London,Equestrian,Dressage,FRA,Men,Individual,Silver
1948,London,Equestrian,Dressage,POR,Men,Team,Bronze
1948,London,Equestrian,Dressage,FRA,Men,Team,Gold
1948,London,Equestrian,Dressage,USA,Men,Team,Silver
1948,London,Equestrian,Eventing,SWE,Men,Individual,Bronze
1948,London,Equestrian,Eventing,FRA,Men,Individual,Gold
1948,London,Equestrian,Eventing,USA,Men,Individual,Silver
1948,London,Equestrian,Eventing,MEX,Men,Team,Bronze
1948,London,Equestrian,Eventing,USA,Men,Team,Gold
1948,London,Equestrian,Eventing,SWE,Men,Team,Silver
1948,London,Equestrian,Jumping,FRA,Men,Individual,Bronze
1948,London,Equestrian,Jumping,MEX,Men,Individual,Gold
1948,London,Equestrian,Jumping,MEX,Men,Individual,Silver
1948,London,Equestrian,Jumping,GBR,Men,Team,Bronze
1948,London,Equestrian,Jumping,MEX,Men,Team,Gold
1948,London,Equestrian,Jumping,ESP,Men,Team,Silver
1948,London,Fencing,Fencing,ITA,Men,Épée Individual,Bronze
1948,London,Fencing,Fencing,ITA,Men,Épée Individual,Gold
1948,London,Fencing,Fencing,SUI,Men,Épée Individual,Silver
1948,London,Fencing,Fencing,SWE,Men,Épée Team,Bronze
1948,London,Fencing,Fencing,FRA,Men,Épée Team,Gold
1948,London,Fencing,Fencing,ITA,Men,Épée Team,Silver
1948,London,Fencing,Fencing,HUN,Men,Foil Individual,Bronze
1948,London,Fencing,Fencing,FRA,Men,Foil Individual,Gold
1948,London,Fencing,Fencing,FRA,Men,Foil Individual,Silver
1948,London,Fencing,Fencing,AUT,Women,Foil Individual,Bronze
1948,London,Fencing,Fencing,HUN,Women,Foil Individual,Gold
1948,London,Fencing,Fencing,DEN,Women,Foil Individual,Silver
1948,London,Fencing,Fencing,BEL,Men,Foil Team,Bronze
1948,London,Fencing,Fencing,FRA,Men,Foil Team,Gold
1948,London,Fencing,Fencing,ITA,Men,Foil Team,Silver
1948,London,Fencing,Fencing,HUN,Men,Sabre Individual,Bronze
1948,London,Fencing,Fencing,HUN,Men,Sabre Individual,Gold
1948,London,Fencing,Fencing,ITA,Men,Sabre Individual,Silver
1948,London,Fencing,Fencing,USA,Men,Sabre Team,Bronze
1948,London,Fencing,Fencing,HUN,Men,Sabre Team,Gold
1948,London,Fencing,Fencing,ITA,Men,Sabre Team,Silver
1948,London,Football,Football,DEN,Men,Football,Bronze
1948,London,Football,Football,SWE,Men,Football,Gold
1948,London,Football,Football,YUG,Men,Football,Silver
1948,London,Gymnastics,Artistic G.,TCH,Men,Floor Exercises,Bronze
1948,London,Gymnastics,Artistic G.,HUN,Men,Floor Exercises,Gold
1948,London,Gymnastics,Artistic G.,HUN,Men,Floor Exercises,Silver
1948,London,Gymnastics,Artistic G.,FIN,Men,Horizontal Bar,Bronze
1948,London,Gymnastics,Artistic G.,SUI,Men,Horizontal Bar,Gold
1948,London,Gymnastics,Artistic G.,SUI,Men,Horizontal Bar,Silver
1948,London,Gymnastics,Artistic G.,FIN,Men,Individual All-Round,Bronze
1948,London,Gymnastics,Artistic G.,FIN,Men,Individual All-Round,Gold
1948,London,Gymnastics,Artistic G.,SUI,Men,Individual All-Round,Silver
1948,London,Gymnastics,Artistic G.,SUI,Men,Parallel Bars,Bronze
1948,London,Gymnastics,Artistic G.,SUI,Men,Parallel Bars,Gold
1948,London,Gymnastics,Artistic G.,FIN,Men,Parallel Bars,Silver
1948,London,Gymnastics,Artistic G.,FIN,Men,Pommel Horse,Gold
1948,London,Gymnastics,Artistic G.,TCH,Men,Rings,Bronze
1948,London,Gymnastics,Artistic G.,SUI,Men,Rings,Gold
1948,London,Gymnastics,Artistic G.,SUI,Men,Rings,Silver
1948,London,Gymnastics,Artistic G.,HUN,Men,Team Competition,Bronze
1948,London,Gymnastics,Artistic G.,FIN,Men,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,SUI,Men,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,USA,Women,Team Competition,Bronze
1948,London,Gymnastics,Artistic G.,TCH,Women,Team Competition,Gold
1948,London,Gymnastics,Artistic G.,HUN,Women,Team Competition,Silver
1948,London,Gymnastics,Artistic G.,HUN,Men,Vault,Bronze
1948,London,Gymnastics,Artistic G.,TCH,Men,Vault,Bronze
1948,London,Gymnastics,Artistic G.,FIN,Men,Vault,Gold
1948,London,Gymnastics,Artistic G.,FIN,Men,Vault,Silver
1948,London,Hockey,Hockey,NED,Men,Hockey,Bronze
1948,London,Hockey,Hockey,IND,Men,Hockey,Gold
1948,London,Hockey,Hockey,GBR,Men,Hockey,Silver
1948,London,Modern Pentathlon,Modern Pentath.,SWE,Men,Individual Competition,Bronze
1948,London,Modern Pentathlon,Modern Pentath.,SWE,Men,Individual Competition,Gold
1948,London,Modern Pentathlon,Modern Pentath.,USA,Men,Individual Competition,Silver
1948,London,Rowing,Rowing,ITA,Men,Coxless Pair (2-),Bronze
1948,London,Rowing,Rowing,GBR,Men,Coxless Pair (2-),Gold
1948,London,Rowing,Rowing,SUI,Men,Coxless Pair (2-),Silver
1948,London,Rowing,Rowing,URU,Men,Double Sculls (2X),Bronze
1948,London,Rowing,Rowing,GBR,Men,Double Sculls (2X),Gold
1948,London,Rowing,Rowing,DEN,Men,Double Sculls (2X),Silver
1948,London,Rowing,Rowing,NOR,Men,Eight With Coxswain (8+),Bronze
1948,London,Rowing,Rowing,USA,Men,Eight With Coxswain (8+),Gold
1948,London,Rowing,Rowing,GBR,Men,Eight With Coxswain (8+),Silver
1948,London,Rowing,Rowing,USA,Men,Four Without Coxswain (4-),Bronze
1948,London,Rowing,Rowing,ITA,Men,Four Without Coxswain (4-),Gold
1948,London,Rowing,Rowing,DEN,Men,Four Without Coxswain (4-),Silver
1948,London,Rowing,Rowing,DEN,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,Rowing,Rowing,USA,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,Rowing,Rowing,SUI,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,Rowing,Rowing,HUN,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1948,London,Rowing,Rowing,DEN,Men,Pair-Oared Shell With Coxswain (2+),Gold
1948,London,Rowing,Rowing,ITA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1948,London,Rowing,Rowing,ITA,Men,Single Sculls (1X),Bronze
1948,London,Rowing,Rowing,AUS,Men,Single Sculls (1X),Gold
1948,London,Rowing,Rowing,URU,Men,Single Sculls (1X),Silver
1948,London,Sailing,Sailing,SWE,Men,6M,Bronze
1948,London,Sailing,Sailing,USA,Men,6M,Gold
1948,London,Sailing,Sailing,ARG,Men,6M,Silver
1948,London,Sailing,Sailing,DEN,Men,Dragon,Bronze
1948,London,Sailing,Sailing,NOR,Men,Dragon,Gold
1948,London,Sailing,Sailing,SWE,Men,Dragon,Silver
1948,London,Sailing,Sailing,NED,Men,Firefly Class,Bronze
1948,London,Sailing,Sailing,DEN,Men,Firefly Class,Gold
1948,London,Sailing,Sailing,USA,Men,Firefly Class,Silver
1948,London,Sailing,Sailing,USA,Men,Swallow (Golondrina),Bronze
1948,London,Sailing,Sailing,GBR,Men,Swallow (Golondrina),Gold
1948,London,Sailing,Sailing,POR,Men,Swallow (Golondrina),Silver
1948,London,Sailing,Sailing,NED,Men,Two-Person Keelboat Open (Star),Bronze
1948,London,Sailing,Sailing,USA,Men,Two-Person Keelboat Open (Star),Gold
1948,London,Sailing,Sailing,CUB,Men,Two-Person Keelboat Open (Star),Silver
1948,London,Shooting,Shooting,SWE,Men,25M Rapid Fire Pistol (60 Shots),Bronze
1948,London,Shooting,Shooting,HUN,Men,25M Rapid Fire Pistol (60 Shots),Gold
1948,London,Shooting,Shooting,ARG,Men,25M Rapid Fire Pistol (60 Shots),Silver
1948,London,Shooting,Shooting,NOR,Men,300M Free Rifle 3 Positions (3X40 Shots),Bronze
1948,London,Shooting,Shooting,SUI,Men,300M Free Rifle 3 Positions (3X40 Shots),Gold
1948,London,Shooting,Shooting,FIN,Men,300M Free Rifle 3 Positions (3X40 Shots),Silver
1948,London,Shooting,Shooting,SWE,Men,50M Pistol (60 Shots),Bronze
1948,London,Shooting,Shooting,PER,Men,50M Pistol (60 Shots),Gold
1948,London,Shooting,Shooting,SUI,Men,50M Pistol (60 Shots),Silver
1948,London,Shooting,Shooting,SWE,Men,50M Rifle Prone (60 Shots),Bronze
1948,London,Shooting,Shooting,USA,Men,50M Rifle Prone (60 Shots),Gold
1948,London,Shooting,Shooting,USA,Men,50M Rifle Prone (60 Shots),Silver
1948,London,Weightlifting,Weightlifting,USA,Men,"- 56KG, Total (Bantamweight)",Bronze
1948,London,Weightlifting,Weightlifting,USA,Men,"- 56KG, Total (Bantamweight)",Gold
1948,London,Weightlifting,Weightlifting,GBR,Men,"- 56KG, Total (Bantamweight)",Silver
1948,London,Weightlifting,Weightlifting,NED,Men,"+ 82.5KG, Total (Heavyweight)",Bronze
1948,London,Weightlifting,Weightlifting,USA,Men,"+ 82.5KG, Total (Heavyweight)",Gold
1948,London,Weightlifting,Weightlifting,USA,Men,"+ 82.5KG, Total (Heavyweight)",Silver
1948,London,Weightlifting,Weightlifting,IRI,Men,"56 - 60KG, Total (Featherweight)",Bronze
1948,London,Weightlifting,Weightlifting,EGY,Men,"56 - 60KG, Total (Featherweight)",Gold
1948,London,Weightlifting,Weightlifting,TRI,Men,"56 - 60KG, Total (Featherweight)",Silver
1948,London,Weightlifting,Weightlifting,GBR,Men,"60 - 67.5KG, Total (Lightweight)",Bronze
1948,London,Weightlifting,Weightlifting,EGY,Men,"60 - 67.5KG, Total (Lightweight)",Gold
1948,London,Weightlifting,Weightlifting,EGY,Men,"60 - 67.5KG, Total (Lightweight)",Silver
1948,London,Weightlifting,Weightlifting,KOR,Men,"67.5 - 75KG, Total (Middleweight)",Bronze
1948,London,Weightlifting,Weightlifting,USA,Men,"67.5 - 75KG, Total (Middleweight)",Gold
1948,London,Weightlifting,Weightlifting,USA,Men,"67.5 - 75KG, Total (Middleweight)",Silver
1948,London,Weightlifting,Weightlifting,SWE,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze
1948,London,Weightlifting,Weightlifting,USA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold
1948,London,Weightlifting,Weightlifting,USA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver
1948,London,Wrestling,Wrestling Free.,SWE,Men,- 52KG (Flyweight),Bronze
1948,London,Wrestling,Wrestling Free.,FIN,Men,- 52KG (Flyweight),Gold
1948,London,Wrestling,Wrestling Free.,TUR,Men,- 52KG (Flyweight),Silver
1948,London,Wrestling,Wrestling Free.,AUS,Men,+ 87KG (Heavyweight),Bronze
1948,London,Wrestling,Wrestling Free.,HUN,Men,+ 87KG (Heavyweight),Gold
1948,London,Wrestling,Wrestling Free.,SWE,Men,+ 87KG (Heavyweight),Silver
1948,London,Wrestling,Wrestling Free.,FRA,Men,52 - 57KG (Bantamweight),Bronze
1948,London,Wrestling,Wrestling Free.,TUR,Men,52 - 57KG (Bantamweight),Gold
1948,London,Wrestling,Wrestling Free.,USA,Men,52 - 57KG (Bantamweight),Silver
1948,London,Wrestling,Wrestling Free.,SUI,Men,57 - 63KG (Featherweight),Bronze
1948,London,Wrestling,Wrestling Free.,TUR,Men,57 - 63KG (Featherweight),Gold
1948,London,Wrestling,Wrestling Free.,SWE,Men,57 - 63KG (Featherweight),Silver
1948,London,Wrestling,Wrestling Free.,SUI,Men,63 - 67KG (Lightweight),Bronze
1948,London,Wrestling,Wrestling Free.,TUR,Men,63 - 67KG (Lightweight),Gold
1948,London,Wrestling,Wrestling Free.,SWE,Men,63 - 67KG (Lightweight),Silver
1948,London,Wrestling,Wrestling Free.,USA,Men,67 - 73KG (Welterweight),Bronze
1948,London,Wrestling,Wrestling Free.,TUR,Men,67 - 73KG (Welterweight),Gold
1948,London,Wrestling,Wrestling Free.,AUS,Men,67 - 73KG (Welterweight),Silver
1948,London,Wrestling,Wrestling Free.,SWE,Men,73 - 79KG (Middleweight),Bronze
1948,London,Wrestling,Wrestling Free.,USA,Men,73 - 79KG (Middleweight),Gold
1948,London,Wrestling,Wrestling Free.,TUR,Men,73 - 79KG (Middleweight),Silver
1948,London,Wrestling,Wrestling Free.,SWE,Men,79 - 87KG (Light-Heavyweight),Bronze
1948,London,Wrestling,Wrestling Free.,USA,Men,79 - 87KG (Light-Heavyweight),Gold
1948,London,Wrestling,Wrestling Free.,SUI,Men,79 - 87KG (Light-Heavyweight),Silver
1948,London,Wrestling,Wrestling Gre-R,FIN,Men,- 52KG (Flyweight),Bronze
1948,London,Wrestling,Wrestling Gre-R,ITA,Men,- 52KG (Flyweight),Gold
1948,London,Wrestling,Wrestling Gre-R,TUR,Men,- 52KG (Flyweight),Silver
1948,London,Wrestling,Wrestling Gre-R,ITA,Men,+ 87KG (Super Heavyweight),Bronze
1948,London,Wrestling,Wrestling Gre-R,TUR,Men,+ 87KG (Super Heavyweight),Gold
1948,London,Wrestling,Wrestling Gre-R,SWE,Men,+ 87KG (Super Heavyweight),Silver
1948,London,Wrestling,Wrestling Gre-R,TUR,Men,52 - 57KG (Bantamweight),Bronze
1948,London,Wrestling,Wrestling Gre-R,SWE,Men,52 - 57KG (Bantamweight),Gold
1948,London,Wrestling,Wrestling Gre-R,EGY,Men,52 - 57KG (Bantamweight),Silver
1948,London,Wrestling,Wrestling Gre-R,HUN,Men,57 - 61KG (Featherweight),Bronze
1948,London,Wrestling,Wrestling Gre-R,TUR,Men,57 - 61KG (Featherweight),Gold
1948,London,Wrestling,Wrestling Gre-R,SWE,Men,57 - 61KG (Featherweight),Silver
1948,London,Wrestling,Wrestling Gre-R,HUN,Men,61 - 67KG (Lightweight),Bronze
1948,London,Wrestling,Wrestling Gre-R,SWE,Men,61 - 67KG (Lightweight),Gold
1948,London,Wrestling,Wrestling Gre-R,NOR,Men,61 - 67KG (Lightweight),Silver
1948,London,Wrestling,Wrestling Gre-R,DEN,Men,67 - 73KG (Welterweight),Bronze
1948,London,Wrestling,Wrestling Gre-R,SWE,Men,67 - 73KG (Welterweight),Gold
1948,London,Wrestling,Wrestling Gre-R,HUN,Men,67 - 73KG (Welterweight),Silver
1948,London,Wrestling,Wrestling Gre-R,ITA,Men,73 - 79KG (Middleweight),Bronze
1948,London,Wrestling,Wrestling Gre-R,SWE,Men,73 - 79KG (Middleweight),Gold
1948,London,Wrestling,Wrestling Gre-R,TUR,Men,73 - 79KG (Middleweight),Silver
1948,London,Wrestling,Wrestling Gre-R,EGY,Men,79 - 87KG (Light-Heavyweight),Bronze
1948,London,Wrestling,Wrestling Gre-R,SWE,Men,79 - 87KG (Light-Heavyweight),Gold
1948,London,Wrestling,Wrestling Gre-R,FIN,Men,79 - 87KG (Light-Heavyweight),Silver
1952,Helsinki,Aquatics,Diving,GER,Men,10M Platform,Bronze
1952,Helsinki,Aquatics,Diving,USA,Men,10M Platform,Gold
1952,Helsinki,Aquatics,Diving,MEX,Men,10M Platform,Silver
1952,Helsinki,Aquatics,Diving,USA,Women,10M Platform,Bronze
1952,Helsinki,Aquatics,Diving,USA,Women,10M Platform,Gold
1952,Helsinki,Aquatics,Diving,USA,Women,10M Platform,Silver
1952,Helsinki,Aquatics,Diving,USA,Men,3M Springboard,Bronze
1952,Helsinki,Aquatics,Diving,USA,Men,3M Springboard,Gold
1952,Helsinki,Aquatics,Diving,USA,Men,3M Springboard,Silver
1952,Helsinki,Aquatics,Diving,USA,Women,3M Springboard,Bronze
1952,Helsinki,Aquatics,Diving,USA,Women,3M Springboard,Gold
1952,Helsinki,Aquatics,Diving,FRA,Women,3M Springboard,Silver
1952,Helsinki,Aquatics,Swimming,USA,Men,100M Backstroke,Bronze
1952,Helsinki,Aquatics,Swimming,USA,Men,100M Backstroke,Gold
1952,Helsinki,Aquatics,Swimming,FRA,Men,100M Backstroke,Silver
1952,Helsinki,Aquatics,Swimming,NZL,Women,100M Backstroke,Bronze
1952,Helsinki,Aquatics,Swimming,RSA,Women,100M Backstroke,Gold
1952,Helsinki,Aquatics,Swimming,NED,Women,100M Backstroke,Silver
1952,Helsinki,Aquatics,Swimming,SWE,Men,100M Freestyle,Bronze
1952,Helsinki,Aquatics,Swimming,USA,Men,100M Freestyle,Gold
1952,Helsinki,Aquatics,Swimming,JPN,Men,100M Freestyle,Silver
1952,Helsinki,Aquatics,Swimming,HUN,Women,100M Freestyle,Bronze
1952,Helsinki,Aquatics,Swimming,HUN,Women,100M Freestyle,Gold
1952,Helsinki,Aquatics,Swimming,NED,Women,100M Freestyle,Silver
1952,Helsinki,Aquatics,Swimming,BRA,Men,1500M Freestyle,Bronze
1952,Helsinki,Aquatics,Swimming,USA,Men,1500M Freestyle,Gold
1952,Helsinki,Aquatics,Swimming,JPN,Men,1500M Freestyle,Silver
1952,Helsinki,Aquatics,Swimming,GER,Men,200M Breaststroke,Bronze
1952,Helsinki,Aquatics,Swimming,AUS,Men,200M Breaststroke,Gold
1952,Helsinki,Aquatics,Swimming,USA,Men,200M Breaststroke,Silver
1952,Helsinki,Aquatics,Swimming,GBR,Women,200M Breaststroke,Bronze
1952,Helsinki,Aquatics,Swimming,HUN,Women,200M Breaststroke,Gold
1952,Helsinki,Aquatics,Swimming,HUN,Women,200M Breaststroke,Silver
1952,Helsinki,Aquatics,Swimming,SWE,Men,400M Freestyle,Bronze
1952,Helsinki,Aquatics,Swimming,FRA,Men,400M Freestyle,Gold
1952,Helsinki,Aquatics,Swimming,USA,Men,400M Freestyle,Silver
1952,Helsinki,Aquatics,Swimming,USA,Women,400M Freestyle,Bronze
1952,Helsinki,Aquatics,Swimming,HUN,Women,400M Freestyle,Gold
1952,Helsinki,Aquatics,Swimming,HUN,Women,400M Freestyle,Silver
1952,Helsinki,Aquatics,Swimming,USA,Women,4X100M Freestyle Relay,Bronze
1952,Helsinki,Aquatics,Swimming,HUN,Women,4X100M Freestyle Relay,Gold
1952,Helsinki,Aquatics,Swimming,NED,Women,4X100M Freestyle Relay,Silver
1952,Helsinki,Aquatics,Swimming,FRA,Men,4X200M Freestyle Relay,Bronze
1952,Helsinki,Aquatics,Swimming,USA,Men,4X200M Freestyle Relay,Gold
1952,Helsinki,Aquatics,Swimming,JPN,Men,4X200M Freestyle Relay,Silver
1952,Helsinki,Aquatics,Water polo,ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,YUG,Men,Water Polo,Silver
1952,Helsinki,Athletics,Athletics,URS,Men,10000M,Bronze
1952,Helsinki,Athletics,Athletics,TCH,Men,10000M,Gold
1952,Helsinki,Athletics,Athletics,FRA,Men,10000M,Silver
1952,Helsinki,Athletics,Athletics,URS,Men,10000M Walk,Bronze
1952,Helsinki,Athletics,Athletics,SWE,Men,10000M Walk,Gold
1952,Helsinki,Athletics,Athletics,SUI,Men,10000M Walk,Silver
1952,Helsinki,Athletics,Athletics,GBR,Men,100M,Bronze
1952,Helsinki,Athletics,Athletics,USA,Men,100M,Gold
1952,Helsinki,Athletics,Athletics,JAM,Men,100M,Silver
1952,Helsinki,Athletics,Athletics,AUS,Women,100M,Bronze
1952,Helsinki,Athletics,Athletics,AUS,Women,100M,Gold
1952,Helsinki,Athletics,Athletics,RSA,Women,100M,Silver
1952,Helsinki,Athletics,Athletics,USA,Men,110M Hurdles,Bronze
1952,Helsinki,Athletics,Athletics,USA,Men,110M Hurdles,Gold
1952,Helsinki,Athletics,Athletics,USA,Men,110M Hurdles,Silver
1952,Helsinki,Athletics,Athletics,GER,Men,1500M,Bronze
1952,Helsinki,Athletics,Athletics,LUX,Men,1500M,Gold
1952,Helsinki,Athletics,Athletics,USA,Men,1500M,Silver
1952,Helsinki,Athletics,Athletics,USA,Men,200M,Bronze
1952,Helsinki,Athletics,Athletics,USA,Men,200M,Gold
1952,Helsinki,Athletics,Athletics,USA,Men,200M,Silver
1952,Helsinki,Athletics,Athletics,URS,Women,200M,Bronze
1952,Helsinki,Athletics,Athletics,AUS,Women,200M,Gold
1952,Helsinki,Athletics,Athletics,NED,Women,200M,Silver
1952,Helsinki,Athletics,Athletics,GBR,Men,3000M Steeplechase,Bronze
1952,Helsinki,Athletics,Athletics,USA,Men,3000M Steeplechase,Gold
1952,Helsinki,Athletics,Athletics,URS,Men,3000M Steeplechase,Silver
1952,Helsinki,Athletics,Athletics,USA,Men,400M,Bronze
1952,Helsinki,Athletics,Athletics,JAM,Men,400M,Gold
1952,Helsinki,Athletics,Athletics,JAM,Men,400M,Silver
1952,Helsinki,Athletics,Athletics,NZL,Men,400M Hurdles,Bronze
1952,Helsinki,Athletics,Athletics,USA,Men,400M Hurdles,Gold
1952,Helsinki,Athletics,Athletics,URS,Men,400M Hurdles,Silver
1952,Helsinki,Athletics,Athletics,HUN,Men,4X100M Relay,Bronze
1952,Helsinki,Athletics,Athletics,USA,Men,4X100M Relay,Gold
1952,Helsinki,Athletics,Athletics,URS,Men,4X100M Relay,Silver
1952,Helsinki,Athletics,Athletics,GBR,Women,4X100M Relay,Bronze
1952,Helsinki,Athletics,Athletics,USA,Women,4X100M Relay,Gold
1952,Helsinki,Athletics,Athletics,GER,Women,4X100M Relay,Silver
1952,Helsinki,Athletics,Athletics,GER,Men,4X400M Relay,Bronze
1952,Helsinki,Athletics,Athletics,JAM,Men,4X400M Relay,Gold
1952,Helsinki,Athletics,Athletics,USA,Men,4X400M Relay,Silver
1952,Helsinki,Athletics,Athletics,GER,Men,5000M,Bronze
